industry_code,industry_name,indivs,pacs,total,last_updated,cycle,cid
N07,Casinos/Gambling,91174,0,91174,03/20/2023,2022,N00034453
Q02,Democratic/Liberal,72480,9000,81480,03/20/2023,2022,N00034453
K01,Lawyers/Law Firms,43350,30250,73600,03/20/2023,2022,N00034453
P04,Public Sector Unions,340,72500,72840,03/20/2023,2022,N00034453
A10,Forestry & Forest Products,21659,40000,61659,03/20/2023,2022,N00034453
Q03,Leadership PACs,0,286000,286000,03/20/2023,2022,N00007099
D03,Misc Defense,161100,103700,264800,03/20/2023,2022,N00007099
F10,Real Estate,226066,31000,257066,03/20/2023,2022,N00007099
K02,Lobbyists,193614,4500,198114,03/20/2023,2022,N00007099
F07,Securities & Investment,169100,4500,173600,03/20/2023,2022,N00007099
W06,Retired,166007,0,166007,03/20/2023,2022,N00007099
Q05,Pro-Israel,117427,10400,127827,03/20/2023,2022,N00007099
M01,Air Transport,49850,68000,117850,03/20/2023,2022,N00007099
Q01,Republican/Conservative,68522,24254,92776,03/20/2023,2022,N00007099
D02,Defense Electronics,36700,49400,86100,03/20/2023,2022,N00007099
W06,Retired,73477,0,73477,03/20/2023,2022,N00029416
F07,Securities & Investment,31772,15000,46772,03/20/2023,2022,N00029416
F10,Real Estate,27400,11000,38400,03/20/2023,2022,N00029416
Q03,Leadership PACs,0,38300,38300,03/20/2023,2022,N00029416
F09,Insurance,7300,30000,37300,03/20/2023,2022,N00029416
C05,Building Materials & Equipment,23900,11500,35400,03/20/2023,2022,N00029416
K01,Lawyers/Law Firms,21800,7000,28800,03/20/2023,2022,N00029416
H04,Pharmaceuticals/Health Products,19094,9000,28094,03/20/2023,2022,N00029416
H01,Health Professionals,13950,11500,25450,03/20/2023,2022,N00029416
M02,Automotive,14200,11000,25200,03/20/2023,2022,N00029416
Q03,Leadership PACs,0,214400,214400,03/20/2023,2022,N00051208
W06,Retired,175705,0,175705,03/20/2023,2022,N00051208
F10,Real Estate,97225,0,97225,03/20/2023,2022,N00051208
K01,Lawyers/Law Firms,59154,0,59154,03/20/2023,2022,N00051208
F07,Securities & Investment,48712,0,48712,03/20/2023,2022,N00051208
Q01,Republican/Conservative,19305,22538,41843,03/20/2023,2022,N00051208
Q16,Candidate Committees,0,36250,36250,03/20/2023,2022,N00051208
E01,Oil & Gas,30550,0,30550,03/20/2023,2022,N00051208
C01,General Contractors,21700,7500,29200,03/20/2023,2022,N00051208
H01,Health Professionals,21642,0,21642,03/20/2023,2022,N00051208
W06,Retired,10708983,0,10708983,03/20/2023,2022,N00032546
Q01,Republican/Conservative,1267912,60822,1328734,03/20/2023,2022,N00032546
F07,Securities & Investment,1225565,12500,1238065,03/20/2023,2022,N00032546
F10,Real Estate,1033244,38000,1071244,03/20/2023,2022,N00032546
H01,Health Professionals,519971,22000,541971,03/20/2023,2022,N00032546
Q03,Leadership PACs,0,489200,489200,03/20/2023,2022,N00032546
N15,Misc Manufacturing & Distributing,442434,28500,470934,03/20/2023,2022,N00032546
K01,Lawyers/Law Firms,426556,23500,450056,03/20/2023,2022,N00032546
E01,Oil & Gas,272368,70500,342868,03/20/2023,2022,N00032546
F09,Insurance,213709,73350,287059,03/20/2023,2022,N00032546
K01,Lawyers/Law Firms,189465,15500,204965,03/20/2023,2022,N00049686
F10,Real Estate,135349,13500,148849,03/20/2023,2022,N00049686
K02,Lobbyists,93606,5923,99529,03/20/2023,2022,N00049686
F07,Securities & Investment,91766,1000,92766,03/20/2023,2022,N00049686
Q05,Pro-Israel,59650,9900,69550,03/20/2023,2022,N00049686
Q03,Leadership PACs,0,52000,52000,03/20/2023,2022,N00049686
W06,Retired,43686,0,43686,03/20/2023,2022,N00049686
F09,Insurance,35500,7400,42900,03/20/2023,2022,N00049686
P04,Public Sector Unions,0,36000,36000,03/20/2023,2022,N00049686
Q16,Candidate Committees,0,34500,34500,03/20/2023,2022,N00049686
P03,Transportation Unions,0,34500,34500,03/20/2023,2022,N00049686
F07,Securities & Investment,1154044,31500,1185544,03/20/2023,2022,N00000286
W06,Retired,784217,0,784217,03/20/2023,2022,N00000286
F10,Real Estate,373891,0,373891,03/20/2023,2022,N00000286
K01,Lawyers/Law Firms,149621,4500,154121,03/20/2023,2022,N00000286
N15,Misc Manufacturing & Distributing,130190,16500,146690,03/20/2023,2022,N00000286
N05,Business Services,128015,0,128015,03/20/2023,2022,N00000286
H04,Pharmaceuticals/Health Products,72508,43500,116008,03/20/2023,2022,N00000286
E01,Oil & Gas,113113,2500,115613,03/20/2023,2022,N00000286
F03,Commercial Banks,63863,0,63863,03/20/2023,2022,N00000286
W02,Non-Profit Institutions,63123,0,63123,03/20/2023,2022,N00000286
W06,Retired,186923,0,186923,03/20/2023,2022,N00041594
F10,Real Estate,64230,7000,71230,03/20/2023,2022,N00041594
H01,Health Professionals,34828,2500,37328,03/20/2023,2022,N00041594
C01,General Contractors,26416,4500,30916,03/20/2023,2022,N00041594
C02,Home Builders,17400,10500,27900,03/20/2023,2022,N00041594
F07,Securities & Investment,26975,0,26975,03/20/2023,2022,N00041594
M02,Automotive,14700,10500,25200,03/20/2023,2022,N00041594
H04,Pharmaceuticals/Health Products,25075,0,25075,03/20/2023,2022,N00041594
Q03,Leadership PACs,0,22000,22000,03/20/2023,2022,N00041594
N05,Business Services,19170,1000,20170,03/20/2023,2022,N00041594
H01,Health Professionals,36192,137100,173292,03/20/2023,2022,N00035215
H04,Pharmaceuticals/Health Products,7900,152900,160800,03/20/2023,2022,N00035215
K01,Lawyers/Law Firms,57642,34950,92592,03/20/2023,2022,N00035215
P01,Building Trade Unions,0,70200,70200,03/20/2023,2022,N00035215
H03,Health Services/HMOs,1060,54400,55460,03/20/2023,2022,N00035215
F09,Insurance,17731,35500,53231,03/20/2023,2022,N00035215
F10,Real Estate,14670,34400,49070,03/20/2023,2022,N00035215
W06,Retired,48491,0,48491,03/20/2023,2022,N00035215
P04,Public Sector Unions,0,47100,47100,03/20/2023,2022,N00035215
F07,Securities & Investment,29050,15500,44550,03/20/2023,2022,N00035215
W06,Retired,2777669,0,2777669,03/20/2023,2022,N00027605
K01,Lawyers/Law Firms,2426295,136312,2562607,03/20/2023,2022,N00027605
F07,Securities & Investment,1829986,191000,2020986,03/20/2023,2022,N00027605
F10,Real Estate,880692,117900,998592,03/20/2023,2022,N00027605
W04,Education,814298,0,814298,03/20/2023,2022,N00027605
K02,Lobbyists,745425,8638,754063,03/20/2023,2022,N00027605
H01,Health Professionals,606163,130750,736913,03/20/2023,2022,N00027605
Q11,Environment,646173,25482,671655,03/20/2023,2022,N00027605
B02,TV/Movies/Music,559488,37000,596488,03/20/2023,2022,N00027605
N05,Business Services,542718,6000,548718,03/20/2023,2022,N00027605
Q02,Democratic/Liberal,20915174,95837,21011011,03/20/2023,2022,N00040675
W06,Retired,10835137,0,10835137,03/20/2023,2022,N00040675
W04,Education,9146039,0,9146039,03/20/2023,2022,N00040675
K01,Lawyers/Law Firms,6752560,23800,6776360,03/20/2023,2022,N00040675
H01,Health Professionals,5120648,5000,5125648,03/20/2023,2022,N00040675
B12,Electronics Mfg & Equip,3318338,0,3318338,03/20/2023,2022,N00040675
W03,Civil Servants/Public Officials,3220726,0,3220726,03/20/2023,2022,N00040675
F07,Securities & Investment,2889697,0,2889697,03/20/2023,2022,N00040675
B02,TV/Movies/Music,2596108,0,2596108,03/20/2023,2022,N00040675
F10,Real Estate,2591549,0,2591549,03/20/2023,2022,N00040675
Q01,Republican/Conservative,175549,11500,187049,03/20/2023,2022,N00049123
W06,Retired,85984,0,85984,03/20/2023,2022,N00049123
F10,Real Estate,38290,5000,43290,03/20/2023,2022,N00049123
H01,Health Professionals,34400,4500,38900,03/20/2023,2022,N00049123
Q03,Leadership PACs,0,38400,38400,03/20/2023,2022,N00049123
F07,Securities & Investment,36911,0,36911,03/20/2023,2022,N00049123
C01,General Contractors,24500,9500,34000,03/20/2023,2022,N00049123
K01,Lawyers/Law Firms,25834,2500,28334,03/20/2023,2022,N00049123
M02,Automotive,10800,7500,18300,03/20/2023,2022,N00049123
F03,Commercial Banks,12700,5000,17700,03/20/2023,2022,N00049123
W06,Retired,78277,0,78277,03/20/2023,2022,N00026335
Q03,Leadership PACs,0,69200,69200,03/20/2023,2022,N00026335
F09,Insurance,47150,1000,48150,03/20/2023,2022,N00026335
F10,Real Estate,34440,6000,40440,03/20/2023,2022,N00026335
A01,Crop Production & Basic Processing,11100,25000,36100,03/20/2023,2022,N00026335
K01,Lawyers/Law Firms,14350,8500,22850,03/20/2023,2022,N00026335
C05,Building Materials & Equipment,1000,17500,18500,03/20/2023,2022,N00026335
H01,Health Professionals,8050,9500,17550,03/20/2023,2022,N00026335
C01,General Contractors,3251,13500,16751,03/20/2023,2022,N00026335
E08,Electric Utilities,1000,14500,15500,03/20/2023,2022,N00026335
F07,Securities & Investment,60850,95500,156350,03/20/2023,2022,N00042894
W06,Retired,132950,0,132950,03/20/2023,2022,N00042894
F09,Insurance,3350,128250,131600,03/20/2023,2022,N00042894
K01,Lawyers/Law Firms,90063,34250,124313,03/20/2023,2022,N00042894
F10,Real Estate,41156,59500,100656,03/20/2023,2022,N00042894
Q10,Misc Issues,83800,5500,89300,03/20/2023,2022,N00042894
F03,Commercial Banks,10400,62500,72900,03/20/2023,2022,N00042894
P01,Building Trade Unions,0,63000,63000,03/20/2023,2022,N00042894
H01,Health Professionals,23384,28500,51884,03/20/2023,2022,N00042894
P02,Industrial Unions,0,49500,49500,03/20/2023,2022,N00042894
W06,Retired,1392506,0,1392506,03/20/2023,2022,N00029562
K01,Lawyers/Law Firms,497410,51000,548410,03/20/2023,2022,N00029562
Q02,Democratic/Liberal,540514,4943,545457,03/20/2023,2022,N00029562
Q03,Leadership PACs,15701,463544,479245,03/20/2023,2022,N00029562
F07,Securities & Investment,381398,11000,392398,03/20/2023,2022,N00029562
W04,Education,365294,0,365294,03/20/2023,2022,N00029562
H01,Health Professionals,217812,120000,337812,03/20/2023,2022,N00029562
F10,Real Estate,261071,42499,303570,03/20/2023,2022,N00029562
K02,Lobbyists,266784,0,266784,03/20/2023,2022,N00029562
B02,TV/Movies/Music,242677,10000,252677,03/20/2023,2022,N00029562
P03,Transportation Unions,0,38000,38000,03/20/2023,2022,N00033274
Q11,Environment,11600,4500,16100,03/20/2023,2022,N00033274
P04,Public Sector Unions,0,15500,15500,03/20/2023,2022,N00033274
M05,Sea Transport,0,13500,13500,03/20/2023,2022,N00033274
P02,Industrial Unions,0,12000,12000,03/20/2023,2022,N00033274
P01,Building Trade Unions,0,8500,8500,03/20/2023,2022,N00033274
C04,Construction Services,0,7000,7000,03/20/2023,2022,N00033274
F10,Real Estate,2900,3000,5900,03/20/2023,2022,N00033274
H01,Health Professionals,0,5000,5000,03/20/2023,2022,N00033274
M02,Automotive,0,5000,5000,03/20/2023,2022,N00033274
E04,Mining,0,5000,5000,03/20/2023,2022,N00033274
P05,Misc Unions,0,5000,5000,03/20/2023,2022,N00033274
F10,Real Estate,10250,28500,38750,03/20/2023,2022,N00026686
K01,Lawyers/Law Firms,33500,0,33500,03/20/2023,2022,N00026686
P04,Public Sector Unions,0,26500,26500,03/20/2023,2022,N00026686
P02,Industrial Unions,0,22500,22500,03/20/2023,2022,N00026686
H01,Health Professionals,16900,3000,19900,03/20/2023,2022,N00026686
P03,Transportation Unions,0,16500,16500,03/20/2023,2022,N00026686
W06,Retired,15025,0,15025,03/20/2023,2022,N00026686
Q03,Leadership PACs,0,8500,8500,03/20/2023,2022,N00026686
P01,Building Trade Unions,0,7500,7500,03/20/2023,2022,N00026686
E01,Oil & Gas,6050,0,6050,03/20/2023,2022,N00026686
Q03,Leadership PACs,0,145047,145047,03/20/2023,2022,N00042458
K02,Lobbyists,64450,947,65397,03/20/2023,2022,N00042458
K01,Lawyers/Law Firms,39920,16650,56570,03/20/2023,2022,N00042458
H01,Health Professionals,22500,29000,51500,03/20/2023,2022,N00042458
E01,Oil & Gas,18700,26500,45200,03/20/2023,2022,N00042458
A01,Crop Production & Basic Processing,5390,37500,42890,03/20/2023,2022,N00042458
Q16,Candidate Committees,0,37000,37000,03/20/2023,2022,N00042458
A07,Agricultural Services/Products,500,35500,36000,03/20/2023,2022,N00042458
E08,Electric Utilities,0,33500,33500,03/20/2023,2022,N00042458
F03,Commercial Banks,9700,23500,33200,03/20/2023,2022,N00042458
F07,Securities & Investment,333298,0,333298,03/20/2023,2022,N00051424
K01,Lawyers/Law Firms,284430,5000,289430,03/20/2023,2022,N00051424
W06,Retired,152830,0,152830,03/20/2023,2022,N00051424
F10,Real Estate,118393,5000,123393,03/20/2023,2022,N00051424
Q02,Democratic/Liberal,61300,5000,66300,03/20/2023,2022,N00051424
W04,Education,41300,0,41300,03/20/2023,2022,N00051424
N05,Business Services,40880,0,40880,03/20/2023,2022,N00051424
F13,Misc Finance,39177,0,39177,03/20/2023,2022,N00051424
W02,Non-Profit Institutions,38100,0,38100,03/20/2023,2022,N00051424
B02,TV/Movies/Music,35000,0,35000,03/20/2023,2022,N00051424
H01,Health Professionals,112709,262500,375209,03/20/2023,2022,N00033510
H04,Pharmaceuticals/Health Products,11300,124000,135300,03/20/2023,2022,N00033510
W06,Retired,124749,0,124749,03/20/2023,2022,N00033510
N07,Casinos/Gambling,115600,0,115600,03/20/2023,2022,N00033510
H03,Health Services/HMOs,3575,101000,104575,03/20/2023,2022,N00033510
K01,Lawyers/Law Firms,75328,27250,102578,03/20/2023,2022,N00033510
W04,Education,55550,0,55550,03/20/2023,2022,N00033510
K02,Lobbyists,45350,0,45350,03/20/2023,2022,N00033510
P04,Public Sector Unions,0,45000,45000,03/20/2023,2022,N00033510
F07,Securities & Investment,38600,5000,43600,03/20/2023,2022,N00033510
Q03,Leadership PACs,0,73300,73300,03/20/2023,2022,N00029574
F09,Insurance,5600,60500,66100,03/20/2023,2022,N00029574
F03,Commercial Banks,1800,17000,18800,03/20/2023,2022,N00029574
F06,Finance/Credit Companies,0,18500,18500,03/20/2023,2022,N00029574
H01,Health Professionals,4300,14000,18300,03/20/2023,2022,N00029574
M02,Automotive,11600,5000,16600,03/20/2023,2022,N00029574
N03,Retail Sales,0,12500,12500,03/20/2023,2022,N00029574
W02,Non-Profit Institutions,5800,6500,12300,03/20/2023,2022,N00029574
F07,Securities & Investment,-8500,19500,11000,03/20/2023,2022,N00029574
F05,Credit Unions,0,10000,10000,03/20/2023,2022,N00029574
A01,Crop Production & Basic Processing,84800,59500,144300,03/20/2023,2022,N00030743
F10,Real Estate,45550,24500,70050,03/20/2023,2022,N00030743
A07,Agricultural Services/Products,7800,61000,68800,03/20/2023,2022,N00030743
A06,Livestock,49800,17500,67300,03/20/2023,2022,N00030743
W06,Retired,54550,0,54550,03/20/2023,2022,N00030743
Q03,Leadership PACs,0,54000,54000,03/20/2023,2022,N00030743
E12,Renewable Energy,16600,24500,41100,03/20/2023,2022,N00030743
E01,Oil & Gas,22300,17500,39800,03/20/2023,2022,N00030743
F03,Commercial Banks,24750,14500,39250,03/20/2023,2022,N00030743
C01,General Contractors,31900,3500,35400,03/20/2023,2022,N00030743
F07,Securities & Investment,2099894,206400,2306294,03/20/2023,2022,N00002097
K01,Lawyers/Law Firms,1511049,132724,1643773,03/20/2023,2022,N00002097
W06,Retired,1556002,0,1556002,03/20/2023,2022,N00002097
F10,Real Estate,1311640,127000,1438640,03/20/2023,2022,N00002097
K02,Lobbyists,580108,9550,589658,03/20/2023,2022,N00002097
B12,Electronics Mfg & Equip,344882,221200,566082,03/20/2023,2022,N00002097
F09,Insurance,238796,309850,548646,03/20/2023,2022,N00002097
Q02,Democratic/Liberal,542397,500,542897,03/20/2023,2022,N00002097
Q03,Leadership PACs,5000,409100,414100,03/20/2023,2022,N00002097
F03,Commercial Banks,199449,211900,411349,03/20/2023,2022,N00002097
W06,Retired,24548843,0,24548843,03/20/2023,2022,N00003389
F07,Securities & Investment,1898427,200500,2098927,03/20/2023,2022,N00003389
F10,Real Estate,1917172,97499,2014671,03/20/2023,2022,N00003389
H01,Health Professionals,1419021,195300,1614321,03/20/2023,2022,N00003389
K01,Lawyers/Law Firms,1065698,158750,1224448,03/20/2023,2022,N00003389
Q01,Republican/Conservative,1127956,65850,1193806,03/20/2023,2022,N00003389
F09,Insurance,743610,328700,1072310,03/20/2023,2022,N00003389
N03,Retail Sales,914284,107250,1021534,03/20/2023,2022,N00003389
H04,Pharmaceuticals/Health Products,506129,326199,832328,03/20/2023,2022,N00003389
K02,Lobbyists,675444,16600,692044,03/20/2023,2022,N00003389
W06,Retired,431880,0,431880,03/20/2023,2022,N00044559
N07,Casinos/Gambling,217263,5000,222263,03/20/2023,2022,N00044559
K01,Lawyers/Law Firms,186702,17750,204452,03/20/2023,2022,N00044559
Q03,Leadership PACs,2000,188349,190349,03/20/2023,2022,N00044559
F07,Securities & Investment,100595,0,100595,03/20/2023,2022,N00044559
Q02,Democratic/Liberal,52797,41500,94297,03/20/2023,2022,N00044559
Q16,Candidate Committees,3000,69500,72500,03/20/2023,2022,N00044559
F10,Real Estate,57958,6000,63958,03/20/2023,2022,N00044559
N05,Business Services,59203,0,59203,03/20/2023,2022,N00044559
K02,Lobbyists,58103,0,58103,03/20/2023,2022,N00044559
K01,Lawyers/Law Firms,83915,12000,95915,03/20/2023,2022,N00042114
P03,Transportation Unions,700,87500,88200,03/20/2023,2022,N00042114
F10,Real Estate,21370,30000,51370,03/20/2023,2022,N00042114
P01,Building Trade Unions,0,46000,46000,03/20/2023,2022,N00042114
P02,Industrial Unions,0,41000,41000,03/20/2023,2022,N00042114
P04,Public Sector Unions,0,35500,35500,03/20/2023,2022,N00042114
F09,Insurance,3900,23500,27400,03/20/2023,2022,N00042114
F03,Commercial Banks,250,26000,26250,03/20/2023,2022,N00042114
P05,Misc Unions,0,26000,26000,03/20/2023,2022,N00042114
C04,Construction Services,4250,14500,18750,03/20/2023,2022,N00042114
Q03,Leadership PACs,0,417399,417399,03/20/2023,2022,N00031688
E01,Oil & Gas,145451,189189,334640,03/20/2023,2022,N00031688
F07,Securities & Investment,237928,33000,270928,03/20/2023,2022,N00031688
A01,Crop Production & Basic Processing,81000,158000,239000,03/20/2023,2022,N00031688
Q05,Pro-Israel,196836,14400,211236,03/20/2023,2022,N00031688
W06,Retired,162308,0,162308,03/20/2023,2022,N00031688
A07,Agricultural Services/Products,3829,122250,126079,03/20/2023,2022,N00031688
K02,Lobbyists,118766,2125,120891,03/20/2023,2022,N00031688
F10,Real Estate,81667,37500,119167,03/20/2023,2022,N00031688
E08,Electric Utilities,10955,107600,118555,03/20/2023,2022,N00031688
W06,Retired,182710,0,182710,03/20/2023,2022,N00049900
Q03,Leadership PACs,0,63300,63300,03/20/2023,2022,N00049900
K01,Lawyers/Law Firms,41998,10000,51998,03/20/2023,2022,N00049900
Q02,Democratic/Liberal,5759,44300,50059,03/20/2023,2022,N00049900
Q09,Human Rights,11498,28837,40335,03/20/2023,2022,N00049900
W03,Civil Servants/Public Officials,40191,0,40191,03/20/2023,2022,N00049900
N05,Business Services,39687,0,39687,03/20/2023,2022,N00049900
F10,Real Estate,33788,5000,38788,03/20/2023,2022,N00049900
F07,Securities & Investment,38120,0,38120,03/20/2023,2022,N00049900
W04,Education,38029,0,38029,03/20/2023,2022,N00049900
W06,Retired,167010,0,167010,03/20/2023,2022,N00034041
Q01,Republican/Conservative,99143,6901,106044,03/20/2023,2022,N00034041
F10,Real Estate,28145,11000,39145,03/20/2023,2022,N00034041
F07,Securities & Investment,32968,0,32968,03/20/2023,2022,N00034041
Q03,Leadership PACs,0,30500,30500,03/20/2023,2022,N00034041
B12,Electronics Mfg & Equip,15775,5000,20775,03/20/2023,2022,N00034041
H01,Health Professionals,18745,2000,20745,03/20/2023,2022,N00034041
M02,Automotive,7825,12000,19825,03/20/2023,2022,N00034041
M04,Railroads,0,19000,19000,03/20/2023,2022,N00034041
K01,Lawyers/Law Firms,12890,5500,18390,03/20/2023,2022,N00034041
F07,Securities & Investment,200889,106500,307389,03/20/2023,2022,N00001171
F10,Real Estate,110635,63500,174135,03/20/2023,2022,N00001171
F09,Insurance,550,150500,151050,03/20/2023,2022,N00001171
K01,Lawyers/Law Firms,97040,36500,133540,03/20/2023,2022,N00001171
Q05,Pro-Israel,113229,15000,128229,03/20/2023,2022,N00001171
F03,Commercial Banks,4300,110000,114300,03/20/2023,2022,N00001171
Q09,Human Rights,83252,16012,99264,03/20/2023,2022,N00001171
K02,Lobbyists,94262,2000,96262,03/20/2023,2022,N00001171
W06,Retired,71744,0,71744,03/20/2023,2022,N00001171
H01,Health Professionals,65650,6000,71650,03/20/2023,2022,N00001171
W06,Retired,506166,0,506166,03/20/2023,2022,N00050458
K01,Lawyers/Law Firms,295790,11000,306790,03/20/2023,2022,N00050458
F10,Real Estate,176355,6300,182655,03/20/2023,2022,N00050458
Q03,Leadership PACs,28300,130500,158800,03/20/2023,2022,N00050458
F07,Securities & Investment,149150,2000,151150,03/20/2023,2022,N00050458
H01,Health Professionals,103455,41000,144455,03/20/2023,2022,N00050458
Q02,Democratic/Liberal,71405,27500,98905,03/20/2023,2022,N00050458
N05,Business Services,87890,0,87890,03/20/2023,2022,N00050458
P01,Building Trade Unions,0,87000,87000,03/20/2023,2022,N00050458
W04,Education,77306,0,77306,03/20/2023,2022,N00050458
K01,Lawyers/Law Firms,240455,27096,267551,03/20/2023,2022,N00042706
W06,Retired,113621,0,113621,03/20/2023,2022,N00042706
P01,Building Trade Unions,290,67000,67290,03/20/2023,2022,N00042706
P02,Industrial Unions,0,54500,54500,03/20/2023,2022,N00042706
P04,Public Sector Unions,0,54500,54500,03/20/2023,2022,N00042706
Q03,Leadership PACs,0,50500,50500,03/20/2023,2022,N00042706
W04,Education,41963,0,41963,03/20/2023,2022,N00042706
F07,Securities & Investment,29625,11500,41125,03/20/2023,2022,N00042706
P03,Transportation Unions,0,39000,39000,03/20/2023,2022,N00042706
F09,Insurance,4310,34500,38810,03/20/2023,2022,N00042706
W06,Retired,857106,0,857106,03/20/2023,2022,N00041569
F07,Securities & Investment,392744,1000,393744,03/20/2023,2022,N00041569
Q02,Democratic/Liberal,268594,74822,343416,03/20/2023,2022,N00041569
K01,Lawyers/Law Firms,329524,11100,340624,03/20/2023,2022,N00041569
W04,Education,325302,1000,326302,03/20/2023,2022,N00041569
Q03,Leadership PACs,31685,255969,287654,03/20/2023,2022,N00041569
Q08,Women's Issues,155937,32500,188437,03/20/2023,2022,N00041569
H01,Health Professionals,131288,39500,170788,03/20/2023,2022,N00041569
W02,Non-Profit Institutions,148262,3500,151762,03/20/2023,2022,N00041569
F10,Real Estate,131771,10000,141771,03/20/2023,2022,N00041569
D03,Misc Defense,47497,60600,108097,03/20/2023,2022,N00003028
W06,Retired,67249,0,67249,03/20/2023,2022,N00003028
K01,Lawyers/Law Firms,21676,45000,66676,03/20/2023,2022,N00003028
Q05,Pro-Israel,52750,9900,62650,03/20/2023,2022,N00003028
N15,Misc Manufacturing & Distributing,36714,18500,55214,03/20/2023,2022,N00003028
A01,Crop Production & Basic Processing,5676,44500,50176,03/20/2023,2022,N00003028
F09,Insurance,12470,33500,45970,03/20/2023,2022,N00003028
D01,Defense Aerospace,20656,25000,45656,03/20/2023,2022,N00003028
F10,Real Estate,32213,12500,44713,03/20/2023,2022,N00003028
K02,Lobbyists,43100,0,43100,03/20/2023,2022,N00003028
W06,Retired,335774,0,335774,03/20/2023,2022,N00040878
Q03,Leadership PACs,18700,182400,201100,03/20/2023,2022,N00040878
K01,Lawyers/Law Firms,179330,10000,189330,03/20/2023,2022,N00040878
Q02,Democratic/Liberal,83365,55500,138865,03/20/2023,2022,N00040878
F07,Securities & Investment,95058,0,95058,03/20/2023,2022,N00040878
W04,Education,90224,0,90224,03/20/2023,2022,N00040878
F10,Real Estate,74725,8800,83525,03/20/2023,2022,N00040878
H01,Health Professionals,52328,28500,80828,03/20/2023,2022,N00040878
Q16,Candidate Committees,0,75209,75209,03/20/2023,2022,N00040878
W02,Non-Profit Institutions,53900,0,53900,03/20/2023,2022,N00040878
W06,Retired,362646,0,362646,03/20/2023,2022,N00047871
Q02,Democratic/Liberal,144978,67000,211978,03/20/2023,2022,N00047871
Q03,Leadership PACs,0,207300,207300,03/20/2023,2022,N00047871
K01,Lawyers/Law Firms,166124,19750,185874,03/20/2023,2022,N00047871
N07,Casinos/Gambling,94900,4000,98900,03/20/2023,2022,N00047871
Q08,Women's Issues,69404,20000,89404,03/20/2023,2022,N00047871
W04,Education,84011,0,84011,03/20/2023,2022,N00047871
K02,Lobbyists,71800,0,71800,03/20/2023,2022,N00047871
Q16,Candidate Committees,275,71251,71526,03/20/2023,2022,N00047871
H01,Health Professionals,57074,12000,69074,03/20/2023,2022,N00047871
E08,Electric Utilities,0,29000,29000,03/20/2023,2022,N00001373
B09,Telecom Services,1750,27000,28750,03/20/2023,2022,N00001373
P02,Industrial Unions,0,19500,19500,03/20/2023,2022,N00001373
B08,Telephone Utilities,0,11000,11000,03/20/2023,2022,N00001373
P01,Building Trade Unions,0,11000,11000,03/20/2023,2022,N00001373
P04,Public Sector Unions,0,10000,10000,03/20/2023,2022,N00001373
Q16,Candidate Committees,0,9500,9500,03/20/2023,2022,N00001373
Q03,Leadership PACs,0,9150,9150,03/20/2023,2022,N00001373
M02,Automotive,1000,6000,7000,03/20/2023,2022,N00001373
B13,Internet,1000,5000,6000,03/20/2023,2022,N00001373
F09,Insurance,22804,183000,205804,03/20/2023,2022,N00026914
F07,Securities & Investment,19650,96400,116050,03/20/2023,2022,N00026914
N07,Casinos/Gambling,79775,0,79775,03/20/2023,2022,N00026914
F10,Real Estate,18800,58750,77550,03/20/2023,2022,N00026914
F03,Commercial Banks,18700,38000,56700,03/20/2023,2022,N00026914
P04,Public Sector Unions,0,47000,47000,03/20/2023,2022,N00026914
P02,Industrial Unions,0,36000,36000,03/20/2023,2022,N00026914
F11,Accountants,2000,31000,33000,03/20/2023,2022,N00026914
M01,Air Transport,5,28000,28005,03/20/2023,2022,N00026914
K01,Lawyers/Law Firms,5684,22000,27684,03/20/2023,2022,N00026914
A01,Crop Production & Basic Processing,12250,195000,207250,03/20/2023,2022,N00024871
A07,Agricultural Services/Products,2250,154000,156250,03/20/2023,2022,N00024871
F07,Securities & Investment,16150,115350,131500,03/20/2023,2022,N00024871
F09,Insurance,3500,123500,127000,03/20/2023,2022,N00024871
Q10,Misc Issues,93500,12500,106000,03/20/2023,2022,N00024871
F03,Commercial Banks,10,101850,101860,03/20/2023,2022,N00024871
A09,Food Processing & Sales,250,79000,79250,03/20/2023,2022,N00024871
F10,Real Estate,15250,55500,70750,03/20/2023,2022,N00024871
A04,Dairy,2500,65500,68000,03/20/2023,2022,N00024871
H01,Health Professionals,3500,50500,54000,03/20/2023,2022,N00024871
W06,Retired,165096,0,165096,03/20/2023,2022,N00049337
Q03,Leadership PACs,0,46400,46400,03/20/2023,2022,N00049337
F10,Real Estate,23350,5000,28350,03/20/2023,2022,N00049337
Q01,Republican/Conservative,7500,12500,20000,03/20/2023,2022,N00049337
H01,Health Professionals,7000,7500,14500,03/20/2023,2022,N00049337
F07,Securities & Investment,14100,0,14100,03/20/2023,2022,N00049337
Q16,Candidate Committees,0,12000,12000,03/20/2023,2022,N00049337
E09,Environmental Svcs/Equipment,11600,0,11600,03/20/2023,2022,N00049337
M01,Air Transport,11500,0,11500,03/20/2023,2022,N00049337
Q05,Pro-Israel,6200,5000,11200,03/20/2023,2022,N00049337
Q10,Misc Issues,79500,0,79500,03/20/2023,2022,N00005883
K02,Lobbyists,24200,0,24200,03/20/2023,2022,N00005883
H03,Health Services/HMOs,5000,11500,16500,03/20/2023,2022,N00005883
F09,Insurance,1250,13500,14750,03/20/2023,2022,N00005883
