sector_name,sectorid,indivs,pacs,total,last_updated,cycle,cid
Construction,C,125152,18500,143652,03/20/2023,2022,N00035616
Defense,D,4625,3000,7625,03/20/2023,2022,N00035616
Energy/Nat Resource,E,192025,51500,243525,03/20/2023,2022,N00035616
Finance/Insur/RealEst,F,581163,29000,610163,03/20/2023,2022,N00035616
Health,H,59594,3750,63344,03/20/2023,2022,N00035616
Lawyers & Lobbyists,K,117946,2900,120846,03/20/2023,2022,N00035616
Transportation,M,72645,14000,86645,03/20/2023,2022,N00035616
Misc Business,N,173060,33400,206460,03/20/2023,2022,N00035616
Labor,P,145,12000,12145,03/20/2023,2022,N00035616
Ideology/Single-Issue,Q,319254,499600,818854,03/20/2023,2022,N00035616
Other,W,1141139,0,1141139,03/20/2023,2022,N00035616
Agribusiness,A,47661,111750,159411,03/20/2023,2022,N00041418
Communic/Electronics,B,367988,5500,373488,03/20/2023,2022,N00041418
Construction,C,39746,10500,50246,03/20/2023,2022,N00041418
Defense,D,30013,0,30013,03/20/2023,2022,N00041418
Energy/Nat Resource,E,47755,10000,57755,03/20/2023,2022,N00041418
Finance/Insur/RealEst,F,939103,47500,986603,03/20/2023,2022,N00041418
Health,H,281866,59250,341116,03/20/2023,2022,N00041418
Lawyers & Lobbyists,K,521836,16000,537836,03/20/2023,2022,N00041418
Transportation,M,41578,3000,44578,03/20/2023,2022,N00041418
Misc Business,N,257103,34038,291141,03/20/2023,2022,N00041418
Labor,P,9852,258000,267852,03/20/2023,2022,N00041418
Ideology/Single-Issue,Q,819142,710833,1529975,03/20/2023,2022,N00041418
Other,W,1740663,1000,1741663,03/20/2023,2022,N00041418
Agribusiness,A,289432,33000,322432,03/20/2023,2022,N00044206
Communic/Electronics,B,3225335,6000,3231335,03/20/2023,2022,N00044206
Construction,C,482458,5000,487458,03/20/2023,2022,N00044206
Defense,D,128536,0,128536,03/20/2023,2022,N00044206
Energy/Nat Resource,E,355108,1500,356608,03/20/2023,2022,N00044206
Finance/Insur/RealEst,F,4185822,9500,4195322,03/20/2023,2022,N00044206
Health,H,1969055,10000,1979055,03/20/2023,2022,N00044206
Lawyers & Lobbyists,K,2462532,48300,2510832,03/20/2023,2022,N00044206
Transportation,M,232531,1500,234031,03/20/2023,2022,N00044206
Misc Business,N,2008753,2500,2011253,03/20/2023,2022,N00044206
Labor,P,23826,159500,183326,03/20/2023,2022,N00044206
Ideology/Single-Issue,Q,5649642,580434,6230076,03/20/2023,2022,N00044206
Other,W,9092967,1750,9094717,03/20/2023,2022,N00044206
Agribusiness,A,8804,88000,96804,03/20/2023,2022,N00040712
Communic/Electronics,B,4400,43500,47900,03/20/2023,2022,N00040712
Construction,C,50602,64000,114602,03/20/2023,2022,N00040712
Defense,D,0,22000,22000,03/20/2023,2022,N00040712
Energy/Nat Resource,E,99016,75500,174516,03/20/2023,2022,N00040712
Finance/Insur/RealEst,F,118164,214400,332564,03/20/2023,2022,N00040712
Health,H,67523,125750,193273,03/20/2023,2022,N00040712
Lawyers & Lobbyists,K,47550,7250,54800,03/20/2023,2022,N00040712
Transportation,M,43300,108500,151800,03/20/2023,2022,N00040712
Misc Business,N,103699,52000,155699,03/20/2023,2022,N00040712
Labor,P,0,18500,18500,03/20/2023,2022,N00040712
Ideology/Single-Issue,Q,32300,71650,103950,03/20/2023,2022,N00040712
Other,W,130077,0,130077,03/20/2023,2022,N00040712
Agribusiness,A,140051,42000,182051,03/20/2023,2022,N00048414
Communic/Electronics,B,67200,30000,97200,03/20/2023,2022,N00048414
Construction,C,241731,43500,285231,03/20/2023,2022,N00048414
Defense,D,12100,0,12100,03/20/2023,2022,N00048414
Energy/Nat Resource,E,126859,60900,187759,03/20/2023,2022,N00048414
Finance/Insur/RealEst,F,712184,58900,771084,03/20/2023,2022,N00048414
Health,H,203598,41500,245098,03/20/2023,2022,N00048414
Lawyers & Lobbyists,K,304073,11400,315473,03/20/2023,2022,N00048414
Transportation,M,185511,48800,234311,03/20/2023,2022,N00048414
Misc Business,N,352534,83550,436084,03/20/2023,2022,N00048414
Labor,P,0,7500,7500,03/20/2023,2022,N00048414
Ideology/Single-Issue,Q,391519,283800,675319,03/20/2023,2022,N00048414
Other,W,896352,1000,897352,03/20/2023,2022,N00048414
Agribusiness,A,2000,12000,14000,03/20/2023,2022,N00001799
Communic/Electronics,B,9200,19500,28700,03/20/2023,2022,N00001799
Construction,C,2000,6000,8000,03/20/2023,2022,N00001799
Defense,D,0,3000,3000,03/20/2023,2022,N00001799
Energy/Nat Resource,E,4400,7500,11900,03/20/2023,2022,N00001799
Finance/Insur/RealEst,F,41933,55500,97433,03/20/2023,2022,N00001799
Health,H,15050,20500,35550,03/20/2023,2022,N00001799
Lawyers & Lobbyists,K,24200,14400,38600,03/20/2023,2022,N00001799
Transportation,M,0,7500,7500,03/20/2023,2022,N00001799
Misc Business,N,13700,27000,40700,03/20/2023,2022,N00001799
Labor,P,0,145000,145000,03/20/2023,2022,N00001799
Ideology/Single-Issue,Q,6850,28512,35362,03/20/2023,2022,N00001799
Other,W,46256,0,46256,03/20/2023,2022,N00001799
Agribusiness,A,25450,81500,106950,03/20/2023,2022,N00036135
Communic/Electronics,B,4500,33000,37500,03/20/2023,2022,N00036135
Construction,C,93500,124500,218000,03/20/2023,2022,N00036135
Defense,D,5900,10400,16300,03/20/2023,2022,N00036135
Energy/Nat Resource,E,29950,239900,269850,03/20/2023,2022,N00036135
Finance/Insur/RealEst,F,84750,68500,153250,03/20/2023,2022,N00036135
Health,H,41050,11000,52050,03/20/2023,2022,N00036135
Lawyers & Lobbyists,K,81800,20500,102300,03/20/2023,2022,N00036135
Transportation,M,25950,258500,284450,03/20/2023,2022,N00036135
Misc Business,N,46450,68072,114522,03/20/2023,2022,N00036135
Labor,P,0,72500,72500,03/20/2023,2022,N00036135
Ideology/Single-Issue,Q,28250,59650,87900,03/20/2023,2022,N00036135
Other,W,55933,0,55933,03/20/2023,2022,N00036135
Agribusiness,A,21013,28500,49513,03/20/2023,2022,N00001955
Communic/Electronics,B,98924,68000,166924,03/20/2023,2022,N00001955
Construction,C,39823,73625,113448,03/20/2023,2022,N00001955
Defense,D,25130,80450,105580,03/20/2023,2022,N00001955
Energy/Nat Resource,E,54900,52750,107650,03/20/2023,2022,N00001955
Finance/Insur/RealEst,F,652600,406850,1059450,03/20/2023,2022,N00001955
Health,H,225164,318800,543964,03/20/2023,2022,N00001955
Lawyers & Lobbyists,K,366050,72968,439018,03/20/2023,2022,N00001955
Transportation,M,45826,61000,106826,03/20/2023,2022,N00001955
Misc Business,N,171065,144250,315315,03/20/2023,2022,N00001955
Labor,P,5000,203000,208000,03/20/2023,2022,N00001955
Ideology/Single-Issue,Q,203810,258584,462394,03/20/2023,2022,N00001955
Other,W,305819,10000,315819,03/20/2023,2022,N00001955
Agribusiness,A,56000,6500,62500,03/20/2023,2022,N00025175
Communic/Electronics,B,26502,62500,89002,03/20/2023,2022,N00025175
Construction,C,30450,31400,61850,03/20/2023,2022,N00025175
Defense,D,32750,154400,187150,03/20/2023,2022,N00025175
Energy/Nat Resource,E,25150,18000,43150,03/20/2023,2022,N00025175
Finance/Insur/RealEst,F,239150,67500,306650,03/20/2023,2022,N00025175
Health,H,42400,24500,66900,03/20/2023,2022,N00025175
Lawyers & Lobbyists,K,50500,15500,66000,03/20/2023,2022,N00025175
Transportation,M,4050,17900,21950,03/20/2023,2022,N00025175
Misc Business,N,87575,34500,122075,03/20/2023,2022,N00025175
Labor,P,0,70500,70500,03/20/2023,2022,N00025175
Ideology/Single-Issue,Q,47350,77200,124550,03/20/2023,2022,N00025175
Other,W,122698,1000,123698,03/20/2023,2022,N00025175
Agribusiness,A,50733,4000,54733,03/20/2023,2022,N00041550
Communic/Electronics,B,45895,7000,52895,03/20/2023,2022,N00041550
Construction,C,133378,21000,154378,03/20/2023,2022,N00041550
Defense,D,9883,10000,19883,03/20/2023,2022,N00041550
Energy/Nat Resource,E,69265,28000,97265,03/20/2023,2022,N00041550
Finance/Insur/RealEst,F,793833,55757,849590,03/20/2023,2022,N00041550
Health,H,119605,4500,124105,03/20/2023,2022,N00041550
Lawyers & Lobbyists,K,75912,1000,76912,03/20/2023,2022,N00041550
Transportation,M,130476,21000,151476,03/20/2023,2022,N00041550
Misc Business,N,287139,27500,314639,03/20/2023,2022,N00041550
Labor,P,2505,0,2505,03/20/2023,2022,N00041550
Ideology/Single-Issue,Q,634981,268150,903131,03/20/2023,2022,N00041550
Other,W,1192658,0,1192658,03/20/2023,2022,N00041550
Agribusiness,A,8663,61750,70413,03/20/2023,2022,N00043421
Communic/Electronics,B,79252,20000,99252,03/20/2023,2022,N00043421
Construction,C,16016,0,16016,03/20/2023,2022,N00043421
Defense,D,350,8000,8350,03/20/2023,2022,N00043421
Energy/Nat Resource,E,2250,0,2250,03/20/2023,2022,N00043421
Finance/Insur/RealEst,F,199443,63500,262943,03/20/2023,2022,N00043421
Health,H,45896,20550,66446,03/20/2023,2022,N00043421
Lawyers & Lobbyists,K,61086,15500,76586,03/20/2023,2022,N00043421
Transportation,M,549,12000,12549,03/20/2023,2022,N00043421
Misc Business,N,70889,34000,104889,03/20/2023,2022,N00043421
Labor,P,750,177500,178250,03/20/2023,2022,N00043421
Ideology/Single-Issue,Q,297084,546751,843835,03/20/2023,2022,N00043421
Other,W,369519,5500,375019,03/20/2023,2022,N00043421
Agribusiness,A,26900,72500,99400,03/20/2023,2022,N00001821
Communic/Electronics,B,32300,136000,168300,03/20/2023,2022,N00001821
Construction,C,15150,84500,99650,03/20/2023,2022,N00001821
Defense,D,8300,101000,109300,03/20/2023,2022,N00001821
Energy/Nat Resource,E,14650,213000,227650,03/20/2023,2022,N00001821
Finance/Insur/RealEst,F,203752,574000,777752,03/20/2023,2022,N00001821
Health,H,130425,309500,439925,03/20/2023,2022,N00001821
Lawyers & Lobbyists,K,161520,75250,236770,03/20/2023,2022,N00001821
Transportation,M,25540,144300,169840,03/20/2023,2022,N00001821
Misc Business,N,34650,186000,220650,03/20/2023,2022,N00001821
Labor,P,250,286750,287000,03/20/2023,2022,N00001821
Ideology/Single-Issue,Q,300607,57700,358307,03/20/2023,2022,N00001821
Other,W,137348,7500,144848,03/20/2023,2022,N00001821
Agribusiness,A,2550,15000,17550,03/20/2023,2022,N00045905
Communic/Electronics,B,54737,28090,82827,03/20/2023,2022,N00045905
Construction,C,21909,8500,30409,03/20/2023,2022,N00045905
Defense,D,757,24500,25257,03/20/2023,2022,N00045905
Energy/Nat Resource,E,13259,20500,33759,03/20/2023,2022,N00045905
Finance/Insur/RealEst,F,225063,50000,275063,03/20/2023,2022,N00045905
Health,H,129447,100250,229697,03/20/2023,2022,N00045905
Lawyers & Lobbyists,K,119893,30900,150793,03/20/2023,2022,N00045905
Transportation,M,3153,12500,15653,03/20/2023,2022,N00045905
Misc Business,N,49934,62000,111934,03/20/2023,2022,N00045905
Labor,P,2270,241300,243570,03/20/2023,2022,N00045905
Ideology/Single-Issue,Q,148731,306930,455661,03/20/2023,2022,N00045905
Other,W,243647,0,243647,03/20/2023,2022,N00045905
Agribusiness,A,4566,4000,8566,03/20/2023,2022,N00050105
Communic/Electronics,B,28010,5500,33510,03/20/2023,2022,N00050105
Construction,C,9050,0,9050,03/20/2023,2022,N00050105
Energy/Nat Resource,E,3060,0,3060,03/20/2023,2022,N00050105
Finance/Insur/RealEst,F,68984,17000,85984,03/20/2023,2022,N00050105
Health,H,57882,2500,60382,03/20/2023,2022,N00050105
Lawyers & Lobbyists,K,52666,5000,57666,03/20/2023,2022,N00050105
Transportation,M,7000,0,7000,03/20/2023,2022,N00050105
Misc Business,N,23666,0,23666,03/20/2023,2022,N00050105
Labor,P,1000,57000,58000,03/20/2023,2022,N00050105
Ideology/Single-Issue,Q,13032,68076,81108,03/20/2023,2022,N00050105
Other,W,65242,300,65542,03/20/2023,2022,N00050105
Agribusiness,A,20320,21000,41320,03/20/2023,2022,N00030829
Communic/Electronics,B,33973,95500,129473,03/20/2023,2022,N00030829
Construction,C,27172,8000,35172,03/20/2023,2022,N00030829
Defense,D,275,10500,10775,03/20/2023,2022,N00030829
Energy/Nat Resource,E,22666,19500,42166,03/20/2023,2022,N00030829
Finance/Insur/RealEst,F,48725,26000,74725,03/20/2023,2022,N00030829
Health,H,15640,22000,37640,03/20/2023,2022,N00030829
Lawyers & Lobbyists,K,48360,15500,63860,03/20/2023,2022,N00030829
Transportation,M,4391,3000,7391,03/20/2023,2022,N00030829
Misc Business,N,51585,32500,84085,03/20/2023,2022,N00030829
Ideology/Single-Issue,Q,106617,76250,182867,03/20/2023,2022,N00030829
Other,W,235214,0,235214,03/20/2023,2022,N00030829
Agribusiness,A,22500,21000,43500,03/20/2023,2022,N00030815
Communic/Electronics,B,1500,11000,12500,03/20/2023,2022,N00030815
Construction,C,50396,47000,97396,03/20/2023,2022,N00030815
Defense,D,5800,39000,44800,03/20/2023,2022,N00030815
Energy/Nat Resource,E,33150,37000,70150,03/20/2023,2022,N00030815
Finance/Insur/RealEst,F,81401,33500,114901,03/20/2023,2022,N00030815
Health,H,61550,62750,124300,03/20/2023,2022,N00030815
Lawyers & Lobbyists,K,26750,19250,46000,03/20/2023,2022,N00030815
Transportation,M,9500,53500,63000,03/20/2023,2022,N00030815
Misc Business,N,33650,42500,76150,03/20/2023,2022,N00030815
Labor,P,0,11500,11500,03/20/2023,2022,N00030815
Ideology/Single-Issue,Q,22550,73500,96050,03/20/2023,2022,N00030815
Other,W,70250,0,70250,03/20/2023,2022,N00030815
Agribusiness,A,44070,11308,55378,03/20/2023,2022,N00048776
Communic/Electronics,B,25902,5500,31402,03/20/2023,2022,N00048776
Construction,C,104630,14500,119130,03/20/2023,2022,N00048776
Defense,D,870,3500,4370,03/20/2023,2022,N00048776
Energy/Nat Resource,E,124337,46400,170737,03/20/2023,2022,N00048776
Finance/Insur/RealEst,F,368382,38000,406382,03/20/2023,2022,N00048776
Health,H,90821,14000,104821,03/20/2023,2022,N00048776
Lawyers & Lobbyists,K,43064,1000,44064,03/20/2023,2022,N00048776
Transportation,M,40152,16000,56152,03/20/2023,2022,N00048776
Misc Business,N,165140,22000,187140,03/20/2023,2022,N00048776
Labor,P,1271,0,1271,03/20/2023,2022,N00048776
Ideology/Single-Issue,Q,19485,112850,132335,03/20/2023,2022,N00048776
Other,W,914118,0,914118,03/20/2023,2022,N00048776
Agribusiness,A,74750,134933,209683,03/20/2023,2022,N00038285
Communic/Electronics,B,3500,41000,44500,03/20/2023,2022,N00038285
Construction,C,25300,25500,50800,03/20/2023,2022,N00038285
Defense,D,0,12500,12500,03/20/2023,2022,N00038285
Energy/Nat Resource,E,77196,167500,244696,03/20/2023,2022,N00038285
Finance/Insur/RealEst,F,237750,225000,462750,03/20/2023,2022,N00038285
Health,H,85023,181400,266423,03/20/2023,2022,N00038285
Lawyers & Lobbyists,K,113162,17000,130162,03/20/2023,2022,N00038285
Transportation,M,13300,41500,54800,03/20/2023,2022,N00038285
Misc Business,N,37665,87900,125565,03/20/2023,2022,N00038285
Labor,P,0,5500,5500,03/20/2023,2022,N00038285
Ideology/Single-Issue,Q,58911,85236,144147,03/20/2023,2022,N00038285
Other,W,114305,1500,115805,03/20/2023,2022,N00038285
Agribusiness,A,131461,101500,232961,03/20/2023,2022,N00026050
Communic/Electronics,B,215243,183200,398443,03/20/2023,2022,N00026050
Construction,C,157718,93000,250718,03/20/2023,2022,N00026050
Defense,D,44025,163000,207025,03/20/2023,2022,N00026050
Energy/Nat Resource,E,594596,705433,1300029,03/20/2023,2022,N00026050
Finance/Insur/RealEst,F,1470769,437200,1907969,03/20/2023,2022,N00026050
Health,H,223246,448400,671646,03/20/2023,2022,N00026050
Lawyers & Lobbyists,K,543742,177000,720742,03/20/2023,2022,N00026050
Transportation,M,187182,248000,435182,03/20/2023,2022,N00026050
Misc Business,N,571525,349382,920907,03/20/2023,2022,N00026050
Labor,P,1752,237000,238752,03/20/2023,2022,N00026050
Ideology/Single-Issue,Q,411582,612433,1024015,03/20/2023,2022,N00026050
Other,W,1272995,11500,1284495,03/20/2023,2022,N00026050
Agribusiness,A,3750,3500,7250,03/20/2023,2022,N00032019
Communic/Electronics,B,119075,15890,134965,03/20/2023,2022,N00032019
Construction,C,26105,3500,29605,03/20/2023,2022,N00032019
Defense,D,1750,0,1750,03/20/2023,2022,N00032019
Energy/Nat Resource,E,11300,0,11300,03/20/2023,2022,N00032019
Finance/Insur/RealEst,F,295030,25000,320030,03/20/2023,2022,N00032019
Health,H,74891,16500,91391,03/20/2023,2022,N00032019
Lawyers & Lobbyists,K,152465,19500,171965,03/20/2023,2022,N00032019
Transportation,M,2800,2500,5300,03/20/2023,2022,N00032019
Misc Business,N,159560,19000,178560,03/20/2023,2022,N00032019
Labor,P,260,151250,151510,03/20/2023,2022,N00032019
Ideology/Single-Issue,Q,78275,98950,177225,03/20/2023,2022,N00032019
Other,W,239240,0,239240,03/20/2023,2022,N00032019
Agribusiness,A,243924,65500,309424,03/20/2023,2022,N00037161
Communic/Electronics,B,2101253,228000,2329253,03/20/2023,2022,N00037161
Construction,C,345343,47500,392843,03/20/2023,2022,N00037161
Defense,D,78523,51000,129523,03/20/2023,2022,N00037161
Energy/Nat Resource,E,378223,197500,575723,03/20/2023,2022,N00037161
Finance/Insur/RealEst,F,3419844,619500,4039344,03/20/2023,2022,N00037161
Health,H,2008007,503400,2511407,03/20/2023,2022,N00037161
Lawyers & Lobbyists,K,3210735,120541,3331276,03/20/2023,2022,N00037161
Transportation,M,208300,89000,297300,03/20/2023,2022,N00037161
Misc Business,N,1859490,264410,2123900,03/20/2023,2022,N00037161
Labor,P,28204,348000,376204,03/20/2023,2022,N00037161
Ideology/Single-Issue,Q,3193712,970794,4164506,03/20/2023,2022,N00037161
Other,W,13200841,4000,13204841,03/20/2023,2022,N00037161
Agribusiness,A,4408,42000,46408,03/20/2023,2022,N00033474
Communic/Electronics,B,29700,25500,55200,03/20/2023,2022,N00033474
Construction,C,6664,24500,31164,03/20/2023,2022,N00033474
Defense,D,2900,14500,17400,03/20/2023,2022,N00033474
Energy/Nat Resource,E,3135,23500,26635,03/20/2023,2022,N00033474
Finance/Insur/RealEst,F,23256,58000,81256,03/20/2023,2022,N00033474
Health,H,20985,68000,88985,03/20/2023,2022,N00033474
Lawyers & Lobbyists,K,76675,28500,105175,03/20/2023,2022,N00033474
Transportation,M,663,45900,46563,03/20/2023,2022,N00033474
Misc Business,N,30420,52000,82420,03/20/2023,2022,N00033474
Labor,P,750,136000,136750,03/20/2023,2022,N00033474
Ideology/Single-Issue,Q,22049,36012,58061,03/20/2023,2022,N00033474
Other,W,107152,11000,118152,03/20/2023,2022,N00033474
Agribusiness,A,6047,19500,25547,03/20/2023,2022,N00030196
Communic/Electronics,B,19377,65500,84877,03/20/2023,2022,N00030196
Construction,C,3018,52000,55018,03/20/2023,2022,N00030196
Defense,D,0,9500,9500,03/20/2023,2022,N00030196
Energy/Nat Resource,E,53986,236500,290486,03/20/2023,2022,N00030196
Finance/Insur/RealEst,F,25257,56800,82057,03/20/2023,2022,N00030196
Health,H,16084,203000,219084,03/20/2023,2022,N00030196
Lawyers & Lobbyists,K,88025,37500,125525,03/20/2023,2022,N00030196
Transportation,M,4354,48000,52354,03/20/2023,2022,N00030196
Misc Business,N,20212,66500,86712,03/20/2023,2022,N00030196
Labor,P,0,180000,180000,03/20/2023,2022,N00030196
Ideology/Single-Issue,Q,69563,40717,110280,03/20/2023,2022,N00030196
Other,W,169262,6903,176165,03/20/2023,2022,N00030196
Agribusiness,A,26050,44500,70550,03/20/2023,2022,N00025766
Communic/Electronics,B,21425,58000,79425,03/20/2023,2022,N00025766
Construction,C,68330,29500,97830,03/20/2023,2022,N00025766
Defense,D,23700,6000,29700,03/20/2023,2022,N00025766
Energy/Nat Resource,E,47900,43000,90900,03/20/2023,2022,N00025766
Finance/Insur/RealEst,F,156004,85300,241304,03/20/2023,2022,N00025766
Health,H,129060,70300,199360,03/20/2023,2022,N00025766
Lawyers & Lobbyists,K,332810,66500,399310,03/20/2023,2022,N00025766
Transportation,M,47250,123205,170455,03/20/2023,2022,N00025766
Misc Business,N,60650,93817,154467,03/20/2023,2022,N00025766
Labor,P,300,292546,292846,03/20/2023,2022,N00025766
Ideology/Single-Issue,Q,32550,203314,235864,03/20/2023,2022,N00025766
Other,W,137707,4000,141707,03/20/2023,2022,N00025766
Agribusiness,A,5375,38500,43875,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,11516,2000,13516,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,13530,7500,21030,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,500,0,500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,5250,0,5250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,63345,35500,98845,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,49910,21500,71410,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,115919,24750,140669,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,8875,3250,12125,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,41312,28000,69312,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,500,167000,167500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,10800,22012,32812,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,135553,0,135553,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,28090,38000,66090,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,22175,224400,246575,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,22682,28500,51182,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,15,5000,5015,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,13628,176500,190128,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,29030,123000,152030,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,19526,161500,181026,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,44749,10000,54749,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,9252,65000,74252,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,31619,96500,128119,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,7500,7500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,42250,50900,93150,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,72685,1000,73685,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,2500,0,2500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,251453,2500,253953,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,25411,1000,26411,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,250,0,250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,11150,0,11150,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,410824,10500,421324,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,94575,0,94575,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,460402,5000,465402,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,5300,1000,6300,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,144717,5000,149717,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,57500,57500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,19715,197901,217616,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,597583,0,597583,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,6800,67000,73800,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,83250,110500,193750,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,36799,73900,110699,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,250,28000,28250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,12150,108000,120150,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,868265,1161420,2029685,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,13102,131800,144902,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,188650,41000,229650,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,9800,85495,95295,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,85000,204364,289364,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,7500,7500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,260600,92175,352775,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,68502,2000,70502,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,16850,23500,40350,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,1250,60000,61250,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,47548,27000,74548,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,1000,16500,17500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,13400,86500,99900,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,39400,62000,101400,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,151501,340400,491901,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,51950,14000,65950,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,23600,46500,70100,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,62100,51861,113961,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,23500,23500,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,29900,58973,88873,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,56410,0,56410,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,83000,221900,304900,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,22850,19500,42350,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Construction,C,9950,19000,28950,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Defense,D,4900,40000,44900,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Energy/Nat Resource,E,44900,84000,128900,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Finance/Insur/RealEst,F,124373,232500,356873,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Health,H,13650,9000,22650,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Lawyers & Lobbyists,K,50950,8500,59450,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Transportation,M,29900,55900,85800,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Misc Business,N,59550,50500,110050,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Labor,P,0,5000,5000,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Ideology/Single-Issue,Q,12600,92500,105100,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Other,W,50097,1000,51097,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Agribusiness,A,4025,2999,7024,03/20/2023,2022,ALL_CANDIDATES_SECTORS
Communic/Electronics,B,6997,49000,55997,03/20/2023,2022,ALL_CANDIDATES_SECTORS
