sector_name,sectorid,indivs,pacs,total,last_updated,cycle,cid
Construction,C,220328,15500,235828,06/10/2019,2018,N00035517
Defense,D,11700,2500,14200,06/10/2019,2018,N00035517
Energy/Nat Resource,E,231049,50500,281549,06/10/2019,2018,N00035517
Finance/Insur/RealEst,F,783339,16200,799539,06/10/2019,2018,N00035517
Health,H,120760,7000,127760,06/10/2019,2018,N00035517
Lawyers & Lobbyists,K,100905,0,100905,06/10/2019,2018,N00035517
Transportation,M,159500,15000,174500,06/10/2019,2018,N00035517
Misc Business,N,463158,33000,496158,06/10/2019,2018,N00035517
Ideology/Single-Issue,Q,868320,412524,1280844,06/10/2019,2018,N00035517
Other,W,712650,0,712650,06/10/2019,2018,N00035517
Agribusiness,A,67145,37500,104645,06/10/2019,2018,N00006863
Communic/Electronics,B,38325,14000,52325,06/10/2019,2018,N00006863
Construction,C,28863,17000,45863,06/10/2019,2018,N00006863
Defense,D,9490,0,9490,06/10/2019,2018,N00006863
Energy/Nat Resource,E,16525,15500,32025,06/10/2019,2018,N00006863
Finance/Insur/RealEst,F,146617,22000,168617,06/10/2019,2018,N00006863
Health,H,43540,0,43540,06/10/2019,2018,N00006863
Lawyers & Lobbyists,K,26150,10000,36150,06/10/2019,2018,N00006863
Transportation,M,7210,9000,16210,06/10/2019,2018,N00006863
Misc Business,N,100265,33000,133265,06/10/2019,2018,N00006863
Ideology/Single-Issue,Q,116122,42582,158704,06/10/2019,2018,N00006863
Other,W,303606,0,303606,06/10/2019,2018,N00006863
Agribusiness,A,27750,5000,32750,06/10/2019,2018,N00000751
Communic/Electronics,B,8700,37000,45700,06/10/2019,2018,N00000751
Construction,C,48250,50500,98750,06/10/2019,2018,N00000751
Defense,D,0,30000,30000,06/10/2019,2018,N00000751
Energy/Nat Resource,E,500,20500,21000,06/10/2019,2018,N00000751
Finance/Insur/RealEst,F,73208,216000,289208,06/10/2019,2018,N00000751
Health,H,34900,253500,288400,06/10/2019,2018,N00000751
Lawyers & Lobbyists,K,132950,44000,176950,06/10/2019,2018,N00000751
Transportation,M,45195,45000,90195,06/10/2019,2018,N00000751
Misc Business,N,67517,72498,140015,06/10/2019,2018,N00000751
Labor,P,0,236610,236610,06/10/2019,2018,N00000751
Ideology/Single-Issue,Q,21500,9000,30500,06/10/2019,2018,N00000751
Other,W,49672,0,49672,06/10/2019,2018,N00000751
Agribusiness,A,267607,49000,316607,06/10/2019,2018,N00041731
Communic/Electronics,B,86772,15500,102272,06/10/2019,2018,N00041731
Construction,C,348898,33000,381898,06/10/2019,2018,N00041731
Defense,D,11325,1000,12325,06/10/2019,2018,N00041731
Energy/Nat Resource,E,267863,114000,381863,06/10/2019,2018,N00041731
Finance/Insur/RealEst,F,1057405,97738,1155143,06/10/2019,2018,N00041731
Health,H,280881,70000,350881,06/10/2019,2018,N00041731
Lawyers & Lobbyists,K,248474,14365,262839,06/10/2019,2018,N00041731
Transportation,M,235648,46500,282148,06/10/2019,2018,N00041731
Misc Business,N,544339,79300,623639,06/10/2019,2018,N00041731
Labor,P,0,5000,5000,06/10/2019,2018,N00041731
Ideology/Single-Issue,Q,572360,332750,905110,06/10/2019,2018,N00041731
Other,W,917065,4500,921565,06/10/2019,2018,N00041731
Agribusiness,A,8568,200,8768,06/10/2019,2018,N00041080
Communic/Electronics,B,48361,8500,56861,06/10/2019,2018,N00041080
Construction,C,16529,2500,19029,06/10/2019,2018,N00041080
Defense,D,969,7500,8469,06/10/2019,2018,N00041080
Energy/Nat Resource,E,3177,1000,4177,06/10/2019,2018,N00041080
Finance/Insur/RealEst,F,142379,18000,160379,06/10/2019,2018,N00041080
Health,H,16607,9000,25607,06/10/2019,2018,N00041080
Lawyers & Lobbyists,K,166375,18500,184875,06/10/2019,2018,N00041080
Transportation,M,254,6000,6254,06/10/2019,2018,N00041080
Misc Business,N,42087,13500,55587,06/10/2019,2018,N00041080
Labor,P,5001,118000,123001,06/10/2019,2018,N00041080
Ideology/Single-Issue,Q,44601,181391,225992,06/10/2019,2018,N00041080
Other,W,137682,0,137682,06/10/2019,2018,N00041080
Agribusiness,A,39350,21500,60850,06/10/2019,2018,N00027462
Communic/Electronics,B,4825,92500,97325,06/10/2019,2018,N00027462
Construction,C,26498,17000,43498,06/10/2019,2018,N00027462
Defense,D,0,19000,19000,06/10/2019,2018,N00027462
Energy/Nat Resource,E,36150,90000,126150,06/10/2019,2018,N00027462
Finance/Insur/RealEst,F,124440,86000,210440,06/10/2019,2018,N00027462
Health,H,117000,357185,474185,06/10/2019,2018,N00027462
Lawyers & Lobbyists,K,90350,28875,119225,06/10/2019,2018,N00027462
Transportation,M,11900,43500,55400,06/10/2019,2018,N00027462
Misc Business,N,118157,117000,235157,06/10/2019,2018,N00027462
Labor,P,0,2000,2000,06/10/2019,2018,N00027462
Ideology/Single-Issue,Q,8437,59603,68040,06/10/2019,2018,N00027462
Other,W,107149,0,107149,06/10/2019,2018,N00027462
Agribusiness,A,27600,63500,91100,06/10/2019,2018,N00039106
Communic/Electronics,B,8200,46000,54200,06/10/2019,2018,N00039106
Construction,C,58200,14500,72700,06/10/2019,2018,N00039106
Defense,D,0,17000,17000,06/10/2019,2018,N00039106
Energy/Nat Resource,E,57550,47500,105050,06/10/2019,2018,N00039106
Finance/Insur/RealEst,F,87933,32500,120433,06/10/2019,2018,N00039106
Health,H,95095,18000,113095,06/10/2019,2018,N00039106
Lawyers & Lobbyists,K,54656,10000,64656,06/10/2019,2018,N00039106
Transportation,M,26150,36500,62650,06/10/2019,2018,N00039106
Misc Business,N,32910,36999,69909,06/10/2019,2018,N00039106
Labor,P,0,9000,9000,06/10/2019,2018,N00039106
Ideology/Single-Issue,Q,36070,68479,104549,06/10/2019,2018,N00039106
Other,W,46040,1000,47040,06/10/2019,2018,N00039106
Agribusiness,A,0,11000,11000,06/10/2019,2018,N00030650
Communic/Electronics,B,2700,26000,28700,06/10/2019,2018,N00030650
Construction,C,625,0,625,06/10/2019,2018,N00030650
Energy/Nat Resource,E,0,8000,8000,06/10/2019,2018,N00030650
Finance/Insur/RealEst,F,64,62000,62064,06/10/2019,2018,N00030650
Health,H,675,18500,19175,06/10/2019,2018,N00030650
Lawyers & Lobbyists,K,1651,10000,11651,06/10/2019,2018,N00030650
Transportation,M,15315,46816,62131,06/10/2019,2018,N00030650
Misc Business,N,2408,14500,16908,06/10/2019,2018,N00030650
Labor,P,2500,133500,136000,06/10/2019,2018,N00030650
Ideology/Single-Issue,Q,0,17952,17952,06/10/2019,2018,N00030650
Other,W,2949,1000,3949,06/10/2019,2018,N00030650
Agribusiness,A,22785,7500,30285,06/10/2019,2018,N00007017
Communic/Electronics,B,39614,101500,141114,06/10/2019,2018,N00007017
Construction,C,31890,13500,45390,06/10/2019,2018,N00007017
Defense,D,14050,15500,29550,06/10/2019,2018,N00007017
Energy/Nat Resource,E,15540,31200,46740,06/10/2019,2018,N00007017
Finance/Insur/RealEst,F,168225,57500,225725,06/10/2019,2018,N00007017
Health,H,21780,26500,48280,06/10/2019,2018,N00007017
Lawyers & Lobbyists,K,50150,9500,59650,06/10/2019,2018,N00007017
Transportation,M,8425,17000,25425,06/10/2019,2018,N00007017
Misc Business,N,71476,33500,104976,06/10/2019,2018,N00007017
Ideology/Single-Issue,Q,72760,127500,200260,06/10/2019,2018,N00007017
Other,W,135566,0,135566,06/10/2019,2018,N00007017
Agribusiness,A,1000,44808,45808,06/10/2019,2018,N00002147
Communic/Electronics,B,0,15000,15000,06/10/2019,2018,N00002147
Construction,C,1459,0,1459,06/10/2019,2018,N00002147
Defense,D,5200,21000,26200,06/10/2019,2018,N00002147
Energy/Nat Resource,E,8250,11500,19750,06/10/2019,2018,N00002147
Finance/Insur/RealEst,F,21030,45250,66280,06/10/2019,2018,N00002147
Health,H,12951,16500,29451,06/10/2019,2018,N00002147
Lawyers & Lobbyists,K,24795,29250,54045,06/10/2019,2018,N00002147
Transportation,M,6750,23500,30250,06/10/2019,2018,N00002147
Misc Business,N,8850,20000,28850,06/10/2019,2018,N00002147
Labor,P,5000,177500,182500,06/10/2019,2018,N00002147
Ideology/Single-Issue,Q,6960,31349,38309,06/10/2019,2018,N00002147
Other,W,26045,13100,39145,06/10/2019,2018,N00002147
Agribusiness,A,6982,96500,103482,06/10/2019,2018,N00030693
Communic/Electronics,B,156010,123500,279510,06/10/2019,2018,N00030693
Construction,C,15268,17150,32418,06/10/2019,2018,N00030693
Defense,D,2493,26500,28993,06/10/2019,2018,N00030693
Energy/Nat Resource,E,15909,30498,46407,06/10/2019,2018,N00030693
Finance/Insur/RealEst,F,110605,296000,406605,06/10/2019,2018,N00030693
Health,H,44340,200900,245240,06/10/2019,2018,N00030693
Lawyers & Lobbyists,K,67816,29150,96966,06/10/2019,2018,N00030693
Transportation,M,4703,44000,48703,06/10/2019,2018,N00030693
Misc Business,N,78693,131000,209693,06/10/2019,2018,N00030693
Labor,P,350,100000,100350,06/10/2019,2018,N00030693
Ideology/Single-Issue,Q,94708,23500,118208,06/10/2019,2018,N00030693
Other,W,155418,0,155418,06/10/2019,2018,N00030693
Agribusiness,A,1005,19000,20005,06/10/2019,2018,N00001102
Communic/Electronics,B,4334,28140,32474,06/10/2019,2018,N00001102
Construction,C,10598,48500,59098,06/10/2019,2018,N00001102
Defense,D,1,0,1,06/10/2019,2018,N00001102
Energy/Nat Resource,E,16,5500,5516,06/10/2019,2018,N00001102
Finance/Insur/RealEst,F,43575,310575,354150,06/10/2019,2018,N00001102
Health,H,17186,34000,51186,06/10/2019,2018,N00001102
Lawyers & Lobbyists,K,60197,14750,74947,06/10/2019,2018,N00001102
Transportation,M,6,6500,6506,06/10/2019,2018,N00001102
Misc Business,N,32261,37000,69261,06/10/2019,2018,N00001102
Labor,P,30,103000,103030,06/10/2019,2018,N00001102
Ideology/Single-Issue,Q,24663,39099,63762,06/10/2019,2018,N00001102
Other,W,33081,375,33456,06/10/2019,2018,N00001102
Agribusiness,A,28289,84200,112489,06/10/2019,2018,N00033832
Communic/Electronics,B,8750,45000,53750,06/10/2019,2018,N00033832
Construction,C,52150,47500,99650,06/10/2019,2018,N00033832
Defense,D,0,34000,34000,06/10/2019,2018,N00033832
Energy/Nat Resource,E,43550,97450,141000,06/10/2019,2018,N00033832
Finance/Insur/RealEst,F,74501,276750,351251,06/10/2019,2018,N00033832
Health,H,60950,97700,158650,06/10/2019,2018,N00033832
Lawyers & Lobbyists,K,58136,15750,73886,06/10/2019,2018,N00033832
Transportation,M,17500,41500,59000,06/10/2019,2018,N00033832
Misc Business,N,44283,118199,162482,06/10/2019,2018,N00033832
Labor,P,0,3000,3000,06/10/2019,2018,N00033832
Ideology/Single-Issue,Q,3000,29632,32632,06/10/2019,2018,N00033832
Other,W,57650,2500,60150,06/10/2019,2018,N00033832
Agribusiness,A,27175,193500,220675,06/10/2019,2018,N00032457
Communic/Electronics,B,500,13500,14000,06/10/2019,2018,N00032457
Construction,C,9150,14000,23150,06/10/2019,2018,N00032457
Defense,D,1001,63000,64001,06/10/2019,2018,N00032457
Energy/Nat Resource,E,2000,21500,23500,06/10/2019,2018,N00032457
Finance/Insur/RealEst,F,20050,126500,146550,06/10/2019,2018,N00032457
Health,H,7000,43000,50000,06/10/2019,2018,N00032457
Lawyers & Lobbyists,K,15750,3000,18750,06/10/2019,2018,N00032457
Transportation,M,3000,27500,30500,06/10/2019,2018,N00032457
Misc Business,N,28600,42000,70600,06/10/2019,2018,N00032457
Labor,P,0,16500,16500,06/10/2019,2018,N00032457
Ideology/Single-Issue,Q,6700,54400,61100,06/10/2019,2018,N00032457
Other,W,8962,1500,10462,06/10/2019,2018,N00032457
Agribusiness,A,9647,1000,10647,06/10/2019,2018,N00008046
Communic/Electronics,B,74510,32200,106710,06/10/2019,2018,N00008046
Construction,C,10645,2500,13145,06/10/2019,2018,N00008046
Defense,D,25,0,25,06/10/2019,2018,N00008046
Energy/Nat Resource,E,9557,13000,22557,06/10/2019,2018,N00008046
Finance/Insur/RealEst,F,117988,21500,139488,06/10/2019,2018,N00008046
Health,H,75757,84000,159757,06/10/2019,2018,N00008046
Lawyers & Lobbyists,K,104238,29000,133238,06/10/2019,2018,N00008046
Transportation,M,9385,6500,15885,06/10/2019,2018,N00008046
Misc Business,N,80312,20000,100312,06/10/2019,2018,N00008046
Labor,P,3075,178300,181375,06/10/2019,2018,N00008046
Ideology/Single-Issue,Q,100423,42131,142554,06/10/2019,2018,N00008046
Other,W,256410,3000,259410,06/10/2019,2018,N00008046
Agribusiness,A,93396,3500,96896,06/10/2019,2018,N00007836
Communic/Electronics,B,486248,2500,488748,06/10/2019,2018,N00007836
Construction,C,133868,1250,135118,06/10/2019,2018,N00007836
Defense,D,62709,1000,63709,06/10/2019,2018,N00007836
Energy/Nat Resource,E,301547,9250,310797,06/10/2019,2018,N00007836
Finance/Insur/RealEst,F,1161745,2847,1164592,06/10/2019,2018,N00007836
Health,H,321994,-7250,314744,06/10/2019,2018,N00007836
Lawyers & Lobbyists,K,1167082,2500,1169582,06/10/2019,2018,N00007836
Transportation,M,140837,-2000,138837,06/10/2019,2018,N00007836
Misc Business,N,686935,-1000,685935,06/10/2019,2018,N00007836
Labor,P,2849,2000,4849,06/10/2019,2018,N00007836
Ideology/Single-Issue,Q,769791,28219,798010,06/10/2019,2018,N00007836
Other,W,1737644,0,1737644,06/10/2019,2018,N00007836
Agribusiness,A,0,9000,9000,06/10/2019,2018,N00029513
Communic/Electronics,B,5469,13000,18469,06/10/2019,2018,N00029513
Construction,C,22597,13500,36097,06/10/2019,2018,N00029513
Defense,D,0,37000,37000,06/10/2019,2018,N00029513
Energy/Nat Resource,E,5050,7000,12050,06/10/2019,2018,N00029513
Finance/Insur/RealEst,F,52204,69200,121404,06/10/2019,2018,N00029513
Health,H,56025,30500,86525,06/10/2019,2018,N00029513
Lawyers & Lobbyists,K,66775,21000,87775,06/10/2019,2018,N00029513
Transportation,M,500,98000,98500,06/10/2019,2018,N00029513
Misc Business,N,32166,18000,50166,06/10/2019,2018,N00029513
Labor,P,3650,186000,189650,06/10/2019,2018,N00029513
Ideology/Single-Issue,Q,40400,21525,61925,06/10/2019,2018,N00029513
Other,W,58701,3000,61701,06/10/2019,2018,N00029513
Agribusiness,A,21000,1000,22000,06/10/2019,2018,N00042403
Communic/Electronics,B,19126,8000,27126,06/10/2019,2018,N00042403
Construction,C,42975,4500,47475,06/10/2019,2018,N00042403
Defense,D,20462,6500,26962,06/10/2019,2018,N00042403
Energy/Nat Resource,E,10700,14500,25200,06/10/2019,2018,N00042403
Finance/Insur/RealEst,F,144450,34500,178950,06/10/2019,2018,N00042403
Health,H,137046,11000,148046,06/10/2019,2018,N00042403
Lawyers & Lobbyists,K,74089,1875,75964,06/10/2019,2018,N00042403
Transportation,M,32452,15500,47952,06/10/2019,2018,N00042403
Misc Business,N,91425,16000,107425,06/10/2019,2018,N00042403
Ideology/Single-Issue,Q,32261,208324,240585,06/10/2019,2018,N00042403
Other,W,188076,1000,189076,06/10/2019,2018,N00042403
Agribusiness,A,48792,44750,93542,06/10/2019,2018,N00024790
Communic/Electronics,B,457395,172184,629579,06/10/2019,2018,N00024790
Construction,C,71255,66000,137255,06/10/2019,2018,N00024790
Defense,D,13551,196200,209751,06/10/2019,2018,N00024790
Energy/Nat Resource,E,42809,89000,131809,06/10/2019,2018,N00024790
Finance/Insur/RealEst,F,814857,273183,1088040,06/10/2019,2018,N00024790
Health,H,256363,251900,508263,06/10/2019,2018,N00024790
Lawyers & Lobbyists,K,975601,112950,1088551,06/10/2019,2018,N00024790
Transportation,M,114944,100600,215544,06/10/2019,2018,N00024790
Misc Business,N,440190,198700,638890,06/10/2019,2018,N00024790
Labor,P,3317,291750,295067,06/10/2019,2018,N00024790
Ideology/Single-Issue,Q,1090613,702296,1792909,06/10/2019,2018,N00024790
Other,W,1204089,1000,1205089,06/10/2019,2018,N00024790
Agribusiness,A,65732,0,65732,06/10/2019,2018,N00041134
Communic/Electronics,B,192170,0,192170,06/10/2019,2018,N00041134
Construction,C,42103,0,42103,06/10/2019,2018,N00041134
Defense,D,567,0,567,06/10/2019,2018,N00041134
Energy/Nat Resource,E,16603,0,16603,06/10/2019,2018,N00041134
Finance/Insur/RealEst,F,647423,0,647423,06/10/2019,2018,N00041134
Health,H,209129,0,209129,06/10/2019,2018,N00041134
Lawyers & Lobbyists,K,320125,250,320375,06/10/2019,2018,N00041134
Transportation,M,10235,0,10235,06/10/2019,2018,N00041134
Misc Business,N,337412,0,337412,06/10/2019,2018,N00041134
Labor,P,1909,12700,14609,06/10/2019,2018,N00041134
Ideology/Single-Issue,Q,183078,25063,208141,06/10/2019,2018,N00041134
Other,W,880592,1000,881592,06/10/2019,2018,N00041134
Agribusiness,A,0,0,0,06/10/2019,2018,N00013855
Communic/Electronics,B,3850,7500,11350,06/10/2019,2018,N00013855
Construction,C,63699,11000,74699,06/10/2019,2018,N00013855
Defense,D,250,2500,2750,06/10/2019,2018,N00013855
Energy/Nat Resource,E,6500,0,6500,06/10/2019,2018,N00013855
Finance/Insur/RealEst,F,168968,59500,228468,06/10/2019,2018,N00013855
Health,H,5000,21200,26200,06/10/2019,2018,N00013855
Lawyers & Lobbyists,K,38950,8500,47450,06/10/2019,2018,N00013855
Transportation,M,6500,500,7000,06/10/2019,2018,N00013855
Misc Business,N,41400,11000,52400,06/10/2019,2018,N00013855
Labor,P,0,154333,154333,06/10/2019,2018,N00013855
Ideology/Single-Issue,Q,500,24500,25000,06/10/2019,2018,N00013855
Other,W,15096,0,15096,06/10/2019,2018,N00013855
Agribusiness,A,74999,115867,190866,06/10/2019,2018,N00037049
Communic/Electronics,B,25512,58000,83512,06/10/2019,2018,N00037049
Construction,C,66069,57500,123569,06/10/2019,2018,N00037049
Defense,D,3550,91500,95050,06/10/2019,2018,N00037049
Energy/Nat Resource,E,91832,61034,152866,06/10/2019,2018,N00037049
Finance/Insur/RealEst,F,270661,189000,459661,06/10/2019,2018,N00037049
Health,H,44035,56500,100535,06/10/2019,2018,N00037049
Lawyers & Lobbyists,K,56272,11500,67772,06/10/2019,2018,N00037049
Transportation,M,46356,44500,90856,06/10/2019,2018,N00037049
Misc Business,N,152680,74556,227236,06/10/2019,2018,N00037049
Labor,P,0,67500,67500,06/10/2019,2018,N00037049
Ideology/Single-Issue,Q,60571,353861,414432,06/10/2019,2018,N00037049
Other,W,203952,12000,215952,06/10/2019,2018,N00037049
Agribusiness,A,108306,82700,191006,06/10/2019,2018,N00029277
Communic/Electronics,B,282063,132000,414063,06/10/2019,2018,N00029277
Construction,C,159511,11000,170511,06/10/2019,2018,N00029277
Defense,D,117457,35500,152957,06/10/2019,2018,N00029277
Energy/Nat Resource,E,128388,99500,227888,06/10/2019,2018,N00029277
Finance/Insur/RealEst,F,1548235,960236,2508471,06/10/2019,2018,N00029277
Health,H,685773,199343,885116,06/10/2019,2018,N00029277
Lawyers & Lobbyists,K,1545072,107274,1652346,06/10/2019,2018,N00029277
Transportation,M,165872,123521,289393,06/10/2019,2018,N00029277
Misc Business,N,933304,141506,1074810,06/10/2019,2018,N00029277
Labor,P,6963,444000,450963,06/10/2019,2018,N00029277
Ideology/Single-Issue,Q,1184221,716007,1900228,06/10/2019,2018,N00029277
Other,W,1512733,4500,1517233,06/10/2019,2018,N00029277
Agribusiness,A,976,31000,31976,06/10/2019,2018,N00033549
Communic/Electronics,B,12171,12250,24421,06/10/2019,2018,N00033549
Construction,C,2898,8500,11398,06/10/2019,2018,N00033549
Defense,D,65,6000,6065,06/10/2019,2018,N00033549
Energy/Nat Resource,E,3982,21500,25482,06/10/2019,2018,N00033549
Finance/Insur/RealEst,F,18250,133500,151750,06/10/2019,2018,N00033549
Health,H,22046,80750,102796,06/10/2019,2018,N00033549
Lawyers & Lobbyists,K,35990,15750,51740,06/10/2019,2018,N00033549
Transportation,M,2307,27000,29307,06/10/2019,2018,N00033549
Misc Business,N,30076,41500,71576,06/10/2019,2018,N00033549
Labor,P,5588,262000,267588,06/10/2019,2018,N00033549
Ideology/Single-Issue,Q,17819,27250,45069,06/10/2019,2018,N00033549
Other,W,102424,500,102924,06/10/2019,2018,N00033549
Agribusiness,A,7966,12558,20524,06/10/2019,2018,N00027514
Communic/Electronics,B,10636,46000,56636,06/10/2019,2018,N00027514
Construction,C,3898,8500,12398,06/10/2019,2018,N00027514
Defense,D,1,14000,14001,06/10/2019,2018,N00027514
Energy/Nat Resource,E,584,9500,10084,06/10/2019,2018,N00027514
Finance/Insur/RealEst,F,28082,41500,69582,06/10/2019,2018,N00027514
Health,H,20034,139500,159534,06/10/2019,2018,N00027514
Lawyers & Lobbyists,K,28976,15750,44726,06/10/2019,2018,N00027514
Transportation,M,18977,17500,36477,06/10/2019,2018,N00027514
Misc Business,N,16830,24000,40830,06/10/2019,2018,N00027514
Labor,P,2501,56000,58501,06/10/2019,2018,N00027514
Ideology/Single-Issue,Q,51807,9000,60807,06/10/2019,2018,N00027514
Other,W,47043,1000,48043,06/10/2019,2018,N00027514
Agribusiness,A,230586,298250,528836,06/10/2019,2018,N00027500
Communic/Electronics,B,584623,296350,880973,06/10/2019,2018,N00027500
Construction,C,64366,14300,78666,06/10/2019,2018,N00027500
Defense,D,5852,15500,21352,06/10/2019,2018,N00027500
Energy/Nat Resource,E,82599,85000,167599,06/10/2019,2018,N00027500
Finance/Insur/RealEst,F,1079606,279500,1359106,06/10/2019,2018,N00027500
Health,H,378443,190800,569243,06/10/2019,2018,N00027500
Lawyers & Lobbyists,K,1229746,121834,1351580,06/10/2019,2018,N00027500
Transportation,M,136514,165400,301914,06/10/2019,2018,N00027500
Misc Business,N,710055,279500,989555,06/10/2019,2018,N00027500
Labor,P,16465,205500,221965,06/10/2019,2018,N00027500
Ideology/Single-Issue,Q,915302,418597,1333899,06/10/2019,2018,N00027500
Other,W,1506357,10000,1516357,06/10/2019,2018,N00027500
Agribusiness,A,225188,63500,288688,06/10/2019,2018,N00003105
Communic/Electronics,B,400775,305280,706055,06/10/2019,2018,N00003105
Construction,C,331359,35000,366359,06/10/2019,2018,N00003105
Defense,D,31445,20956,52401,06/10/2019,2018,N00003105
Energy/Nat Resource,E,334658,205200,539858,06/10/2019,2018,N00003105
Finance/Insur/RealEst,F,1731809,230238,1962047,06/10/2019,2018,N00003105
Health,H,524671,489886,1014557,06/10/2019,2018,N00003105
Lawyers & Lobbyists,K,596677,59450,656127,06/10/2019,2018,N00003105
Transportation,M,284275,84995,369270,06/10/2019,2018,N00003105
Misc Business,N,970785,221900,1192685,06/10/2019,2018,N00003105
Labor,P,100,5495,5595,06/10/2019,2018,N00003105
Ideology/Single-Issue,Q,1197803,771703,1969506,06/10/2019,2018,N00003105
Other,W,1860377,12000,1872377,06/10/2019,2018,N00003105
Agribusiness,A,21559,0,21559,06/10/2019,2018,N00042159
Communic/Electronics,B,121222,0,121222,06/10/2019,2018,N00042159
Construction,C,5842,0,5842,06/10/2019,2018,N00042159
Defense,D,1529,0,1529,06/10/2019,2018,N00042159
Energy/Nat Resource,E,21215,0,21215,06/10/2019,2018,N00042159
Finance/Insur/RealEst,F,466024,500,466524,06/10/2019,2018,N00042159
Health,H,151483,0,151483,06/10/2019,2018,N00042159
Lawyers & Lobbyists,K,214126,6000,220126,06/10/2019,2018,N00042159
Transportation,M,5196,0,5196,06/10/2019,2018,N00042159
Misc Business,N,229415,0,229415,06/10/2019,2018,N00042159
Labor,P,5072,112000,117072,06/10/2019,2018,N00042159
Ideology/Single-Issue,Q,238931,272144,511075,06/10/2019,2018,N00042159
Other,W,695240,0,695240,06/10/2019,2018,N00042159
Agribusiness,A,392988,734371,1127359,06/10/2019,2018,N00004118
Communic/Electronics,B,408334,171400,579734,06/10/2019,2018,N00004118
Construction,C,83813,65000,148813,06/10/2019,2018,N00004118
Defense,D,29291,49500,78791,06/10/2019,2018,N00004118
Energy/Nat Resource,E,142094,185000,327094,06/10/2019,2018,N00004118
Finance/Insur/RealEst,F,1595524,662497,2258021,06/10/2019,2018,N00004118
Health,H,748076,616550,1364626,06/10/2019,2018,N00004118
Lawyers & Lobbyists,K,1187208,149700,1336908,06/10/2019,2018,N00004118
Transportation,M,175030,107440,282470,06/10/2019,2018,N00004118
Misc Business,N,1000744,331093,1331837,06/10/2019,2018,N00004118
Labor,P,8773,300500,309273,06/10/2019,2018,N00004118
Ideology/Single-Issue,Q,1323592,615743,1939335,06/10/2019,2018,N00004118
Other,W,2062341,32500,2094841,06/10/2019,2018,N00004118
Agribusiness,A,175424,127900,303324,06/10/2019,2018,N00033987
Communic/Electronics,B,2000,13500,15500,06/10/2019,2018,N00033987
Construction,C,5625,26500,32125,06/10/2019,2018,N00033987
Defense,D,500,0,500,06/10/2019,2018,N00033987
Energy/Nat Resource,E,6425,45330,51755,06/10/2019,2018,N00033987
Finance/Insur/RealEst,F,31300,36000,67300,06/10/2019,2018,N00033987
Health,H,8775,5500,14275,06/10/2019,2018,N00033987
Lawyers & Lobbyists,K,10075,18500,28575,06/10/2019,2018,N00033987
Transportation,M,250,74999,75249,06/10/2019,2018,N00033987
Misc Business,N,130388,31400,161788,06/10/2019,2018,N00033987
Labor,P,0,15125,15125,06/10/2019,2018,N00033987
Ideology/Single-Issue,Q,19250,64458,83708,06/10/2019,2018,N00033987
Other,W,24550,0,24550,06/10/2019,2018,N00033987
Agribusiness,A,384502,83500,468002,06/10/2019,2018,N00043290
Communic/Electronics,B,275102,13000,288102,06/10/2019,2018,N00043290
Construction,C,588260,83000,671260,06/10/2019,2018,N00043290
Defense,D,43466,5000,48466,06/10/2019,2018,N00043290
Energy/Nat Resource,E,307530,92500,400030,06/10/2019,2018,N00043290
Finance/Insur/RealEst,F,2166008,98718,2264726,06/10/2019,2018,N00043290
Health,H,679584,76000,755584,06/10/2019,2018,N00043290
Lawyers & Lobbyists,K,654528,17610,672138,06/10/2019,2018,N00043290
Transportation,M,291272,68400,359672,06/10/2019,2018,N00043290
Misc Business,N,1190961,155198,1346159,06/10/2019,2018,N00043290
Ideology/Single-Issue,Q,919330,307900,1227230,06/10/2019,2018,N00043290
Other,W,3355122,0,3355122,06/10/2019,2018,N00043290
Agribusiness,A,42233,64750,106983,06/10/2019,2018,N00038781
Communic/Electronics,B,25279,35640,60919,06/10/2019,2018,N00038781
Construction,C,84469,80500,164969,06/10/2019,2018,N00038781
Defense,D,0,5000,5000,06/10/2019,2018,N00038781
Energy/Nat Resource,E,48458,65000,113458,06/10/2019,2018,N00038781
Finance/Insur/RealEst,F,204745,101750,306495,06/10/2019,2018,N00038781
Health,H,29807,82000,111807,06/10/2019,2018,N00038781
Lawyers & Lobbyists,K,31327,14976,46303,06/10/2019,2018,N00038781
Transportation,M,22507,102497,125004,06/10/2019,2018,N00038781
Misc Business,N,144422,66206,210628,06/10/2019,2018,N00038781
Labor,P,0,10000,10000,06/10/2019,2018,N00038781
Ideology/Single-Issue,Q,26058,335779,361837,06/10/2019,2018,N00038781
Other,W,39906,10500,50406,06/10/2019,2018,N00038781
Agribusiness,A,14720,7000,21720,06/10/2019,2018,N00006690
Communic/Electronics,B,49674,27090,76764,06/10/2019,2018,N00006690
Construction,C,33543,7500,41043,06/10/2019,2018,N00006690
Defense,D,155,7000,7155,06/10/2019,2018,N00006690
Energy/Nat Resource,E,782,4000,4782,06/10/2019,2018,N00006690
Finance/Insur/RealEst,F,101070,328000,429070,06/10/2019,2018,N00006690
Health,H,10240,0,10240,06/10/2019,2018,N00006690
Lawyers & Lobbyists,K,71101,15000,86101,06/10/2019,2018,N00006690
Transportation,M,6010,15000,21010,06/10/2019,2018,N00006690
Misc Business,N,75975,47000,122975,06/10/2019,2018,N00006690
Labor,P,0,75500,75500,06/10/2019,2018,N00006690
